,NAMA_PERUSAHAAN,NIB,NPWP,ALAMAT,NO_TELP,EMAIL,NO_AKTA,NO_SK,JENIS_PERUSAHAAN,STATUS_NIB
1043,PT SEKAWAN TRIASIH ABADI,220202782373.0,13958319028000.0,"JL.TANAH ABANG IV NO.48 PETOJO SELATAN, GAMBIR, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",0213447515,NONAKTIF_HAK_AKSES_ptbangkaserumpun@gmail.com,20.0,,,
222,PT SEMESTA SURYA PERSADA,808220009651.0,761268069011000.0,"TAMARA CENTER LANTAI 12, JLN. JEND SUDIRMAN KAV. 24, SETIABUDI, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",0212525668,semestasuryapersadababel@gmail.com,49.0,,Perseroan Terbatas (PT),
463,PT SETIA MAJU PRATAMA,9120001801559.0,30052856305000.0,"JL. GAJAH MADA, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",081585627008,admptsmp@gmail.com,7.0,,Perseroan Terbatas (PT),
190,PT SHUBHA ALAM PERKASA RESOURCES,2408230108874.0,500847603015000.0,"GEDUNG SOHO PANCORAN NOBLE TOWER 2015 JL. M.T HARYONO KAV. 2-3 00/00 TEBET KOTA ADM. JAKARTA SELATAN DKI JAKARTA",02150101636,,,,Perseroan Terbatas (PT),Aktif
361,CV SILICA JAYA,9120501961972.0,928465582315000.0,"JL. JENDERAL SUDIRMAN BLOK II F NO. 173, SUNGAILIAT, KAB. BANGKA, KEPULAUAN BANGKA BELITUNG",082186904010,silicajaya@gmail.com,15.0,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),
357,CV SILICA JAYA SEJAHTERA,9120403911775.0,928412477315000.0,"JL. JENDERAL SUDIRMAN BLOK II F NO. 173, SUNGAILIAT, KAB. BANGKA, KEPULAUAN BANGKA BELITUNG",082186904010,silicajayasejahtera@gmail.com,17.0,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),
212,CV SILICA JAYA UTAMA,9120004911682.0,928411107315000.0,JL. JENDERAL SUDIRMAN BLOK II F NO. 173 001/000 SUNGAILIAT KAB. BANGKA KEPULAUAN BANGKA BELITUNG,082186904010,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
419,PT SILICA LAUTAN MUTIARA,2401220056741.0,539113993304000.0,"JL ALEXANDER RUKO F-18 PERUM. CITRALAND BOTANICAL CITY, BUKITINTAN, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",081289998598,silicalautanmutiara@gmail.com,28.0,,Perseroan Terbatas (PT),
757,PT SILIKA INDO GEMILANG,1110230022997.0,506767458036000.0,"RUKO GARDEN SHOPPING ARCADE BLOK B 08 AL, GROGOL PETAMBURAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",082223332111,silika.gemilang@gmail.com,4.0,,Perseroan Terbatas (PT),
1045,PT SILIKA UTAMA JAYA,1512220060148.0,620245829416000.0,"JALAN DAAN MOGOT KM 21 PERGUDANGAN 3 MULTI GUNA BLOK D NOMOR 1-2, BATUCEPER, KOTA TANGERANG, BANTEN",0818713888,silikautamajaya@gmail.com,12.0,,,
729,PT SILIKA UTAMA MAKMUR,909230018101.0,502221104036000.0,"RUKO GARDEN SHOPPING ARCADE BLOK B 08 AL, GROGOL PETAMBURAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",082223332111,silika.utama@gmail.com,4.0,,Perseroan Terbatas (PT),
1224,PT SINAR DELI,8120000731129.0,12693131219000.0,"JL. JEND. SUDIRMAN NO. 16A-B, BENGKALIS, KAB. BENGKALIS, RIAU",087774621920,sinardeli001@gmail.com,28.0,,,
350,PT SINAR INDAH SELARAS,8120201931241.0,27504513085000.0,"JL.PERMAI 1, KELEKAK USANG, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",07199306377,sis.sinarindah@gmail.com,22.0,,Perseroan Terbatas (PT),
303,PT SINAR LOGINDO ALAM,287010200614.0,12773602315000.0,"JL. DEPATI AMIR KM.9, BATURUSA, MERAWANG, KAB. BANGKA, KEPULAUAN BANGKA BELITUNG",081310340560,kantorsla@gmail.com,14.0,,,
1051,PT SINAR MINERAL SEJATI,2504240006527.0,202033907022000.0,"SAHID SUDIRMAN CENTER LT. 17 UNIT 17 E, JL. JENDERAL SUDIRMAN NO. 86, TANAH ABANG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",08121999911,sinarmineralsejati@gmail.com,16.0,,,
788,PT SINAR SEJAHTERA PERKASA,1243000311425.0,26234997061000.0,"JL. JENDRAL SUDIRMAN, TOBOALI, KAB. BANGKA SELATAN, KEPULAUAN BANGKA BELITUNG",08121999911,sanjayadede72@gmail.com,1.0,,Perseroan Terbatas (PT),
192,PT SINAR SILICA ABADI,2401220080216.0,539084533304000.0,"JL ALEXANDER RUKO F-18 PERUM. CITRALAND BOTANICAL CITY 000/000 BUKITINTAN KOTA PANGKAL PINANG KEPULAUAN BANGKA BELITUNG",082181553669,,,,Perseroan Terbatas (PT),Aktif
663,PT SINAR SUMBER ALAM NATUNA,2702230082036.0,505585703416000.0,"JALAN DAAN MOGOT KM 21 PERGUDANGAN 3 MULTI GUNA BLOK D NO 1-2, BATUCEPER, KOTA TANGERANG, BANTEN",0811974718,sinarsumberalamnatuna@gmail.com,33.0,,,
617,PT SINAR SUMBER DAYA BELITONG,2702230084784.0,400079752416000.0,"JALAN DAAN MOGOT KM 21 PERGUDANGAN 3 MULTI GUNA BLOK D NO 1-2, BATUCEPER, KOTA TANGERANG, BANTEN",0818713888,sinarsumberdayabelitong@gmail.com,39.0,,Perseroan Terbatas (PT),
495,PT SINAR TIMAH BELITUNG,8120011220971.0,811793876418000.0,"DUSUN GUNUNG TIONG, DESA/KELURAHAN PEGANTUNGAN, KEC. BADAU, KAB. BELITUNG, PROVINSI KEPULAUAN BANGKA BELITUNG, BADAU, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",082111776387,sinartimahbelitungpt@gmail.com,22.0,,Perseroan Terbatas (PT),
778,PT SORRA INTI GEMILANG,901240067355.0,998142541021000.0,"GEDUNG JAYA LANTAI 9 UNIT A02, JALAN M.H. THAMRIN NOMOR 12, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",08164809775,sorraintigemilang@gmail.com,6.0,,Perseroan Terbatas (PT),
780,PT SORRA NIWANDA SUKSES,1101240012275.0,997469341021000.0,"GEDUNG JAYA LANTAI 9 UNIT A02, JALAN M.H. THAMRIN NOMOR 12, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",08164809775,sorraniwandasukses@gmail.com,7.0,,Perseroan Terbatas (PT),
20,PT SRIYUDI ALAM PERKASA,9120101510625.0,25720111305000.0,"JL. HASAN SAIE, RT/RW 005/002, DESA AIK RAYAK, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",087774932782,sriyudi.ap@gmail.com,34.0,,Perseroan Terbatas (PT),
710,PT SRIYUDI GLOBALINDO PERKASA,9120204930345.0,703192609305000.0,"JALAN JENDERAL SUDIRMAN, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",07199222889,sgp.belitung@gmail.com,20.0,,Perseroan Terbatas (PT),
277,CV SRIYUDI LITAJAYA,220003100945.0,14958805308000.0,"JL. HASAN SAIE DSN AIR RAYA BARAT I NOMOR 175, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",07199301460,sriyudi.belitung@gmail.com,1.0,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),
140,PT STANINDO INTI PERKASA,8120004830519.0,23911100304000.0,"JL.KETAPANG RAYA RT.03/01 KAWASAN INDUSTRI, KEL. AIR ITAM, BUKIT INTAN, BUKITINTAN, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",08117170189,stanindo.intiperkasa24@gmail.com,24.0,,Perseroan Terbatas (PT),
457,PT STEPA WIRAUSAHA ADIGUNA,9120204161249.0,22869960411000.0,"JALAN ABDUL RAHMAN DALAM KILOMETER 16, BADAU, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",08111866379,pt.stepa.wirausaha.adiguna@gmail.com,174.0,,Perseroan Terbatas (PT),
198,PT STI BINA SEJAHTERA,8120310171956.0,862452208305000.0,"JL. MANGGAR TENGAH, BADAU, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",082175298789,stibinasejahtera.oss@gmail.com,26.0,,Perseroan Terbatas (PT),
1059,PT SUBUR BUMI MINERAL,2504240149111.0,202992079022000.0,"SAHID SUDIRMAN CENTER LT. 17 UNIT 17 E, JL. JEND. SUDIRMAN NO. 86, TANAH ABANG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",08121999911,suburbumimineral@gmail.com,17.0,,,
513,PT SUKA JAYA BERSAMA,2604220019249.0,652178997066000.0,"JALAN H. BUANG NOMOR 73, PESANGGRAHAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",081277451954,ptsukajayabersama@gmail.com,5.0,,,
94,PT SUKSES INTI MAKMUR,8120100853916.0,20929287305000.0,"JALAN RAYA PETIKAN, RUKUN TETANGGA 007, RUKUN WARGA 03, DUSUN PETIKAN, BADAU, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",08117117878,suksesintimakmur@gmail.com,14.0,,Perseroan Terbatas (PT),
147,CV SUKSES INTI MAKMUR,9120208440393.0,707559969606000.0,JL. KLAMPIS ANOM XII NO. 7 KAV G - 139 000/000 SUKOLILO KOTA SURABAYA JAWA TIMUR,0822 2536 3688,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
284,PT SUMBER ALAM ANTARNUSA,9120318190162.0,25899667048000.0,"WISMA SMR LT 5, NO 502, JL. YOS SUDARSO KAV 89, TANJUNG PRIOK, KOTA ADM. JAKARTA UTARA, DKI JAKARTA",08118331718,ptsaa.mining@gmail.com,1.0,,Perseroan Terbatas (PT),
201,PT SUMBER ALAM TIMAH JAYA,281010242715.0,750870800315000.0,"JL. KAWASAN INDUSTRI DAN PELABUHAN UMUM JELITIK KEC. SUNGAILIAT KAB. BANGKA 33211 / SUNGAILIAT KAB. BANGKA KEPULAUAN BANGKA BELITUNG",0717-95677,,,,Perseroan Terbatas (PT),Aktif
693,PT SUMBER CIPTA MINERATAMA,2410230081378.0,507631802032000.0,"HAYAM WURUK PLAZA TOWER LT. 8, JL. HAYAM WURUK NO. 108, TAMAN SARI, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",081388881406,sumberciptamineratama@gmail.com,7.0,,Perseroan Terbatas (PT),
1062,PT SUMBER LOGINDO ALAM,230010220113.0,31653983026000.0,"KOMP. MANGGA DUA ELOK BLOK D NO.11, JL. MANGGA DUA ABDAD, KEL. MANGGA DUA SELATAN, KEC.SAWAH BESAR, SAWAH BESAR, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",0216000120,sumberlogindoalam@gmail.com,74.0,,,
1329,PT SUN MEDIA PRATAMA,1003230018893.0,21943642011000.0,"WISMA TAMARA, RUANG 901, JALAN JENDERAL SUDIRMAN, KAVLING 24, SETIABUDI, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",0212525667,sunmediapratama@gmail.com,70.0,,,
1070,PT SUWARNA SANTIKA WIJAYA,220108732946.0,953404712047000.0,"PIK AVENUE MALL, LANTAI 6, JALAN PANTAI INDAH BARAT NOMOR 1, PENJARINGAN, KOTA ADM. JAKARTA UTARA, DKI JAKARTA",081386571997,suwarnasantikawijaya@gmail.com,13.0,,,
171,PT SWAKARSA TAMBANG INDONESIA,2310230113395.0,407095306304000.0,JL YANG ZUBAIDAH NO. 2 009/003 RANGKUI KOTA PANGKAL PINANG KEPULAUAN BANGKA BELITUNG,08117815129,,,,Perseroan Terbatas (PT),Aktif
411,PT SWAMININDO SENTOSA ABADI,221010201441.0,966701781304000.0,"JL. YANG ZUBAIDAH NO. 3, RANGKUI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",0717437362,swaminindo.sentosaabadi@gmail.com,44.0,,Perseroan Terbatas (PT),
803,PT SYNERGI JAYA SILIKA,106250014185.0,1000000002328117.0,"JL HAMIDAH NO. 61, TAMAN SARI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",08117178181,silika7aya@gmail.com,46.0,,Perseroan Terbatas (PT),
1066,PT SYNERGI MAKMUR INVESTAMA,106250007762.0,1000000002471167.0,"JL HAMIDAH NO. 61, TAMAN SARI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",081273337771,synergiholding@gmail.com,35.0,,,
809,PT SYNERGI MAKMUR SILIKA,206250067929.0,1000000002442127.0,"JL HAMIDAH NO. 61, TAMAN SARI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",08127813263,silik4makmur@gmail.com,44.0,,,
812,PT SYNERGI SUKSES SILIKA,206250062617.0,1000000002514692.0,"JL HAMIDAH NO. 61, TAMAN SARI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",08127170333,synergisuksessilika@gmail.com,45.0,,,
184,PT SYNERGY MAJU BERSAMA,296010040414.0,26240895061000.0,"JALAN SOEKARNO HATTA, GIRIMAYA, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",081271694741,pt.synergymajubersama@gmail.com,11.0,,,
274,PT TAMBANG JAYA INDAH,9120500981062.0,316112648451000.0,"JL. RAYA CURUG KM. 2,5 NO. 36, RT. 12, RW. 03, DESA KADU, CURUG, CURUG, KAB. TANGERANG, BANTEN",08128259598,pt.tji05@gmail.com,28.0,,Perseroan Terbatas (PT),
158,CV TAMBANG JAYA INDAH,9120306961999.0,26076505451000.0,JL. RAYA CIKUDA 003/004 PARUNG PANJANG KAB. BOGOR JAWA BARAT,081585470843,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
1073,PT TAMBANG WANCHENG INDONESIA,211010040057.0,961192101044000.0,"RUKO OSAKA ASAHIKAWA BLOK OTD NO.G08, KOSAMBI, KAB. TANGERANG, BANTEN",08129962802,tambangwanchengindonesia@gmail.com,3.0,,,
227,PT TANJUNG BUKIT NUNGGAL,9120007200762.0,800090821019000.0,"GRAHA MAS FATMAWATI BLOK A NO. 25-26, JL. RS. FATMAWATI RAYA NO. 71, CIPETE UTARA /  KOTA ADM. JAKARTA SELATAN DKI JAKARTA",02172799467,,,,Perseroan Terbatas (PT),Aktif
169,PT TELAGA INTAN PUTIH,2012220069721.0,739224673003000.0,"JL.PEMUDA RAYA, RUKO GRAHA MAS AC NOMOR 09 003/009 PULOGADUNG KOTA ADM. JAKARTA TIMUR DKI JAKARTA",02147885071,,,,Perseroan Terbatas (PT),Aktif
150,PT TIGA BANGUN BERSAMA,1288000650584.0,425290319304000.0,PERUMAHAN TANJUNG BUNGA CLUSTER ANGGREK F234 007/002 BUKITINTAN KOTA PANGKAL PINANG KEPULAUAN BANGKA BELITUNG,081219135900,,,,Perseroan Terbatas (PT),Aktif
174,CV TIGA BANGUN BERSAMA,9120001352224.0,908744386603000.0,PERUM GRIYALOKA A-1 NO. 20  KRIAN KAB. SIDOARJO JAWA TIMUR,,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
231,CV TIGA BANGUN BERSAMA,220100540053.0,948245840216000.0,JL. ADI SUCIPTO 002/003 MARPOYAN DAMAI KOTA PEKANBARU RIAU,,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
225,PT TIMAH INVESTASI MINERAL,9120004290061.0,17851536051000.0,JL. ISKANDARSYAH  I NO. 4 005/002 KEBAYORAN BARU KOTA ADM. JAKARTA SELATAN DKI JAKARTA,02127095838,,,,Perseroan Terbatas (PT),Aktif
626,PT TIMUR BELITUNG SEJAHTERA,1307230035982.0,394950406305000.0,"JL. K.A. DJINAL DUSUN SUGE, SIMPANG PESAK, KAB. BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG",082181443127,timurbelitungsejahtera@gmail.com,21.0,,Perseroan Terbatas (PT),
195,PT TIN INDUSTRI NASIONAL,220203730286.0,813888021304000.0,JL. LAKSAMANA HAYATI  01/01 BUKITINTAN KOTA PANGKAL PINANG KEPULAUAN BANGKA BELITUNG,081905510009,,,,Perseroan Terbatas (PT),Aktif
1075,PT TOMMY MITRA INVESTAMA,410230083244.0,863576005305000.0,"JALAN BUJE, DUSUN SUMPING, GANTUNG, KAB. BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG",08382880080,tommy_mitra_investama@yahoo.com,4.0,,,
133,PT TOMMY UTAMA,220003160839.0,30050710305000.0,"JALAN BUJE DUSUN SUMPING, GANTUNG, KAB. BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG",081930495465,tommy.utama.babel@gmail.com,1.0,,Perseroan Terbatas (PT),
1078,PT TRACO INDOTAMA MANDIRI,1511210010038.0,862865300036000.0,"SOHO CAPITAL @PODOMORP CITY LANTAI 37 NOMOR 09, GROGOL PETAMBURAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",081282820275,info.pttracoindotamamandiri@gmail.com,142.0,,,
675,PT TRI BINTANG ABADI SEJAHTERA,9120213032891.0,30911127304000.0,"JL. JENDERAL SUDIRMAN, NOMOR : 24 DALAM, RT. 002, RW. 003, KELURAHAN AIR SELEMBA, BATUCEPER, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",0818713888,pttebas@gmail.com,1.0,,Perseroan Terbatas (PT),
58,PT TRI BINTANG ABADI SEJAHTERA,9120213032891.0,30911127304000.0,"JL. JENDERAL SUDIRMAN , NOMOR : 24 DALAM, RT. 002, RW. 003, KELURAHAN AIR  SELEMBA /  KOTA PANGKAL PINANG KEPULAUAN BANGKA BELITUNG",,,,,Perseroan Terbatas (PT),Aktif
1336,PT TRI JAYA PRAKARSA,9120009521309.0,911389674652000.0,"JL. CANDI TROWULAN NO.12, SETIABUDI, KOTA MALANG, JAWA TIMUR",0341425614,trijayaprakarsa@gmail.com,95.0,,,
1082,PT TRI MANUNGGAL SENTOSA,2312240033175.0,25866815618000.0,"JL. HR MUHAMMAD 373-383 BLOK D-6, DUKUH PAKIS, KOTA SURABAYA, JAWA TIMUR",0317328085,manunggal711@gmail.com,3.0,,,
187,PT TRINUSA SILIKA INDONESIA,2208230174673.0,500663638012000.0,"TREASURY TOWER LT. 1, DISTRICT 8 SCBD, JL. JEND. SUDIRMAN NO. 52 - 53 005/003 KEBAYORAN BARU KOTA ADM. JAKARTA SELATAN DKI JAKARTA",081382500118,,,,Perseroan Terbatas (PT),Aktif
1416,PT TRIUM PUTRA PRIMA,8120217282464.0,717733737432000.0,"JALAN JEND A. YANI SENTRAL NIAGA KALIMALANG BLOK B2 NO. 2, KEBAYORAN BARU, KOTA BEKASI, JAWA BARAT",(021) 515 0305,kevinklensia29@gmail.com,36.0,,,
816,PT TUNAS MANDIRI BANGUN PERSADA,3009250030548.0,704711373305000.0,"JALAN MADURA, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",0871921388,tunasmandiribangunpersada@yahoo.com,6.0,,,
164,PT TUNAS MANDIRI PERSADA,1003250089027.0,1091031211299415.0,"JALAN MADURA, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",085952759582,pttunasmandiripersada25@gmail.com,7.0,,Perseroan Terbatas (PT),
93,CV TUNAS MANDIRI PERSADA,9120018182891.0,20925822305000.0,JL. MADURA / TANJUNG PANDAN KAB. BELITUNG KEPULAUAN BANGKA BELITUNG,081933358883,,,,Persekutuan Komanditer (CV / Commanditaire Vennootschap),Aktif
561,PT UNITED SMELTING,8120011062207.0,24902603304000.0,"JL. LAKS. MALAHAYATI, BUKITINTAN, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",085169044935,Staff.utdsmelt@yahoo.com,5.0,,,
24,PT USAHA MANDIRI PERSADA,9120201432956.0,30050165305000.0,"JL. MADURA, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",071923588,mandiripersadausaha@yahoo.com,19.0,,,
776,PT UTAMA MEGA MANDIRI,1107230114579.0,395922362086000.0,"LIPPO ST. MORITZ, UNIT 0901, JALAN PURI INDAH RAYA BLOK U1, KEMBANGAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",081317776645,utamamegamandiri@gmail.com,1.0,,,
138,PT VENUS INTI PERKASA,8120005820069.0,26342063304000.0,"JL.TPI (KAWASAN INDUSTRI KETAPANG), BUKITINTAN, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG",08117178666,vip.venusintiperkasa@gmail.com,15.0,,,
1089,PT VICTORY UTAMA INVESTAMA,610220046839.0,612401455033000.0,"JL. PROF DR LATUMETEN NO. 33 SEASON CITY UNIT RUKO SH/A/19-20, TAMBORA, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",081270008555,victoryutamainvestama@gmail.com,58.0,,,
181,WAHYU EPAN YUDHISTIRA,2601230065654.0,624446613305000.0,DUSUN PELATARAN 2/5 KELAPA KAMPIT KAB. BELITUNG TIMUR KEPULAUAN BANGKA BELITUNG,081271212703,,,,Perseroan Terbatas (PT) Perorangan,Aktif
233,WAHYU EPAN YUDHISTIRA,8120103910272.0,892122078305000.0,"JL. PANTAI MUDONG, DUSUN MERANTE DESA SELINSING, KECAMATAN GANTUNG, BELITUNG TIMUR  GANTUNG KAB. BELITUNG TIMUR KEPULAUAN BANGKA BELITUNG",08179400132,,,,Perorangan,Aktif
472,PT WIJAYA MANDIRI TEKNIK KREASI,9120000761396.0,19226968618000.0,"KOMPLEK WONOKITRI INDAH S-38, KELURAHAN GUNUNGSARI, DUKUH PAKIS, KOTA SURABAYA, JAWA TIMUR",0317342541,wmtksby@yahoo.co.id,30.0,,Perseroan Terbatas (PT),
517,PT WIRA BUANA SEJAHTERA,1410210036871.0,701651663315000.0,"KP SUNGAI DAENG AIR TERJUN, MUNTOK, KAB. BANGKA BARAT, KEPULAUAN BANGKA BELITUNG",082112623333,legal.oss.wirabuanasejahtera@gmail.com,5.0,,Perseroan Terbatas (PT),
279,PT XINRUN SUKSES INTERNASIONAL,8120311162621.0,713655074305000.0,"JL. JEND. SUDIRMAN, DUSUN AIR RAYA TIMUR II DESAK AIR RAYAK, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",07199301460,xinrunsukses@gmail.com,121.0,,Perseroan Terbatas (PT),
542,PT YUDHANTARA AMANAH BERSATU,1702230056734.0,628772717305000.0,"JL.DEPATI GEGEDEK, TANJUNG PANDAN, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG",081313386781,yudhantaraamanahbersatu@gmail.com,10.0,,Perseroan Terbatas (PT),
